,text,class
319,minced ginger,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
12503,minced mushrooms,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}]"
6291,mini chocolate chips,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
2215,mini marshmallows,"[{'id': 'AF.12', 'name': 'Particular plants/herbs/shrubs'}]"
11733,miniature meatloaves,"[{'id': 'AG.01', 'name': 'Food'}]"
1935,miniature smoked sausage links,"[{'id': 'AG.01.n.05', 'name': 'Sausage'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
479,mint,"[{'id': 'AG.01.h.02.i', 'name': 'Herb'}]"
1650,mint leaves,"[{'id': 'AG.01.h.02.i', 'name': 'Herb'}]"
8511,mint sprigs,"[{'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
8914,mint-chocolate baking pieces,"[{'id': 'AG.01.t.07', 'name': 'Cooking'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
5082,minute frosting,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
12003,mirin,"[{'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
7582,mix wine,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
5339,mixed fruit,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}]"
7290,mixed nuts,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
7912,mixed peel,"[{'id': 'AF.10.h', 'name': 'Reproductive product - fruit, nut'}]"
11145,mixed vegetables,"[{'id': 'AF.02.a', 'name': 'Food plant/vegetable'}]"
1600,mochiko,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.k', 'name': 'Flour'}]"
6339,moist crumbs,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
3064,moisture,"[{'id': 'AG.01', 'name': 'Food'}]"
1191,molasses,"[{'id': 'AG.01', 'name': 'Food'}]"
4940,molasses mixture,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
1415,monosodium glutamate,"[{'id': 'AG.01.l', 'name': 'Additive'}]"
3798,monterey jack cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
1253,monterey jack cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
2376,monterey jack cheeses,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
1927,mozzarella,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}]"
10,mozzarella cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
10032,mozzarella slices,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.t.08', 'name': 'Equipment for food preparation'}]"
2092,mozzarella stick,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}]"
4454,muesli,"[{'id': 'AG.01', 'name': 'Food'}]"
4991,muffin,"[{'id': 'AG.01.n.13', 'name': 'Cake'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
9320,mugs,"[{'id': 'AE.14.m.01', 'name': 'Genus Ovis (sheep)'}, {'id': 'AF.20.f', 'name': 'Pulses/plants producing pulses'}]"
6370,mush,"[{'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
1221,mushroom,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}]"
4344,mushroom 's liquid,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}]"
404,mushroom cap,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}]"
396,mushroom caps,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}]"
9577,mushroom halves,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}]"
11653,mushroom mixture,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}]"
3593,mushroom soup,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}, {'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
402,mushroom stems,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}]"
4352,mushroom-spinach mixture,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.h.02.h', 'name': 'Fungi'}, {'id': 'AG.01.h.02.c', 'name': 'Leaf vegetables'}]"
4442,mushroom/sausage mixture,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}, {'id': 'AG.01.n.05', 'name': 'Sausage'}]"
398,mushrooms,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}]"
11387,mussels,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
153,mustard,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
10069,mustard powder,"[{'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.l.03', 'name': 'Spice'}]"
190,nachos,"[{'id': 'AG.01', 'name': 'Food'}]"
2280,neufchatel cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
6409,nondairy whipped topping,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
207,noodles,"[{'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
7543,not-very-sticky dough,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
2486,nugget,"[{'id': 'AG.01', 'name': 'Food'}]"
2485,nuggets,"[{'id': 'AG.01', 'name': 'Food'}]"
217,nut,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
8852,nut milk,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}, {'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
4476,nut mixture,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
238,nutmeg,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
220,nuts,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
4475,oat,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
4449,oat bran,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
2631,oat mixture,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
631,oatmeal,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
3718,oatmeal mixture,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
1529,oats,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
52,oil,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
10084,oil mixture,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
10081,oil/juice mixture,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
9138,oils,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
690,olive,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
1283,olive ball,"[{'id': 'AE.13', 'name': 'Class Aves (birds)'}]"
4869,olive brine,"[{'id': 'AE.13', 'name': 'Class Aves (birds)'}]"
41,olive oil,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
1485,olive oil cooking spray,"[{'id': 'AG.01.t.07', 'name': 'Cooking'}, {'id': 'AG.01.f', 'name': 'Fat/oil'}]"
2,olives,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
3310,omelet,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.g', 'name': 'Eggs'}]"
3,onion,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
1412,onion flakes,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
497,onion mixture,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
427,onion powder,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
451,onion rings,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
855,onion salt,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}, {'id': 'AG.01.l.01', 'name': 'Salt'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
9871,onion soup mix,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
1456,onion wedge,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
390,onions,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
12221,opened chicken breasts,"[{'id': 'AG.01.d.02', 'name': 'Part/joint of animal'}, {'id': 'AG.01.d.06', 'name': 'Fowls'}]"
2929,orange,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}]"
122,orange bell pepper,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
5079,orange flavoring,"[{'id': 'AG.01', 'name': 'Food'}]"
2931,orange juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
8749,orange juice ball,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
8403,orange juice blend,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
4529,orange juice concentrate,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
8078,orange juices,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
8038,orange liqueur,"[{'id': 'AG.01.ae.01', 'name': 'Wine-making'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}, {'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}]"
7078,orange mixture,"[{'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}]"
5023,orange peel,"[{'id': 'AF.10.h', 'name': 'Reproductive product - fruit, nut'}]"
3647,orange peel piece,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}, {'id': 'AF.10.h', 'name': 'Reproductive product - fruit, nut'}]"
8081,orange slices,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}]"
9233,orange soda,"[{'id': 'AG.01.aa', 'name': 'Aerated/carbonated drink'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
5993,orange zest,"[{'id': 'AG.01.l', 'name': 'Additive'}]"
8772,orange-flavored liqueur,"[{'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}, {'id': 'AG.01.ae.01', 'name': 'Wine-making'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
2689,oranges,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}]"
1702,oregano,"[{'id': 'AG.01', 'name': 'Food'}]"
7592,ounce coffee,"[{'id': 'AG.01.ad', 'name': 'Coffee'}, {'id': 'AG.01.ag', 'name': 'Coffee manufacture'}]"
799,oyster,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
10593,oyster sauce,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}, {'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
796,oysters,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
1408,oysters,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
1969,pancake,"[{'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}]"
1739,pancake mix,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}]"
1971,pancakes,"[{'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}]"
11916,paninis,"[{'id': 'AG.01', 'name': 'Food'}]"
12760,panko bread crumbs,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
7198,panna cotta,"[{'id': 'AG.01.z', 'name': 'Water'}, {'id': 'AG.01', 'name': 'Food'}]"
1809,papaya,"[{'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}]"
494,paprika,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}, {'id': 'AG.01.l.03', 'name': 'Spice'}]"
1583,parmesan,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
205,parmesan cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.ak', 'name': 'Drinking'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
11,parmesan cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
11752,parmesan cheese blend,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
1508,parmesan cheeses,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
1706,parmesan mixture,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
158,parsley,"[{'id': 'AG.01.h.02.i', 'name': 'Herb'}]"
1416,parsley flakes,"[{'id': 'AG.01.h.02.i', 'name': 'Herb'}]"
3041,parsley sprigs,"[{'id': 'AG.01.h.02.i', 'name': 'Herb'}]"
8280,passion fruit juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
214,pasta,"[{'id': 'AG.01', 'name': 'Food'}]"
209,pasta sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
545,paste-like dough,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
7504,pastry,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}]"
1272,pastry,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}]"
9405,pasty,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}, {'id': 'AG.01.n.17', 'name': 'Confections/sweetmeats'}]"
293,patties,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
983,patty,"[{'id': 'AG.01.n', 'name': 'Dishes and prepared food'}, {'id': 'AG.01.n.15', 'name': 'Pastry'}]"
3994,peach filling,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
8314,peach mixture,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
8447,peach schnapps,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}, {'id': 'AG.01.y.01.e', 'name': 'Brandy'}]"
3996,peach slices,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}, {'id': 'AG.01.t.08', 'name': 'Equipment for food preparation'}]"
8579,peach syrup,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
367,peaches,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
625,peanut butter,"[{'id': 'AG.01.e.01', 'name': 'Butter'}, {'id': 'AG.01.h.01.f', 'name': 'Nut'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
7676,peanut butter chips,"[{'id': 'AG.01.e.01', 'name': 'Butter'}, {'id': 'AG.01.h.01.f', 'name': 'Nut'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
6354,peanut butter mix,"[{'id': 'AG.01.e.01', 'name': 'Butter'}, {'id': 'AG.01.h.01.f', 'name': 'Nut'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
2218,peanut butter mixture,"[{'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.e.01', 'name': 'Butter'}, {'id': 'AG.01.h.01.f', 'name': 'Nut'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
1441,peanut oil,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}, {'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
10936,peanut sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.h.01.f', 'name': 'Nut'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
255,peanuts,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
6089,pear,"[{'id': 'AG.01.h.01.d', 'name': 'Pear'}]"
830,pearl onions,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
6988,pearl sugar,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
3463,peas,"[{'id': 'AG.01.h.02.g', 'name': 'Pulse'}]"
932,pecan,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
338,pecans,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
12556,pecorino romano cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
3645,peel,"[{'id': 'AF.10.h', 'name': 'Reproductive product - fruit, nut'}]"
8703,peeled lemon,"[{'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}]"
11636,peeled shrimp,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
3784,pepitas,"[{'id': 'AG.01', 'name': 'Food'}]"
82,pepper,"[{'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
2043,pepper flakes,"[{'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
810,pepper halves,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
931,pepper mixture,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
11929,peppercorns,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
1821,pepperjack cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
8465,peppermint candies,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
7057,peppermint extract,"[{'id': 'AF.13.c', 'name': 'Non-British trees/shrubs'}, {'id': 'AF.21', 'name': 'Particular medicinal/food plants/parts'}, {'id': 'AF.26', 'name': 'Plant/nut/bean yielding oil'}]"
8383,peppermint schnapps,"[{'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
12467,pepperoncini peppers,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
187,pepperoni,"[{'id': 'AG.01', 'name': 'Food'}]"
393,peppers,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}, {'id': 'AG.01.l.03', 'name': 'Spice'}]"
11084,perogie dough,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
11087,perogies,"[{'id': 'AG.01', 'name': 'Food'}]"
4490,persimmon pulp,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
5464,persimmons,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
22,pesto,"[{'id': 'AG.01', 'name': 'Food'}]"
2521,pesto sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
2262,phyllo,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
2259,phyllo dough,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
48,picante sauce,"[{'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.h', 'name': 'Fruit and vegetables'}]"
8261,pickle,"[{'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
1361,pickle juice,"[{'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
68,pickle piece,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
1362,pickle relish,"[{'id': 'AG.01.a', 'name': 'Qualities of food'}, {'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
452,pickling spice,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
763,pico de gallo seasoning,"[{'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
5443,pie,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}]"
2391,pie crust,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.15', 'name': 'Pastry'}]"
6481,pie crusts,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.15', 'name': 'Pastry'}]"
6540,pie filling,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}]"
4680,pie pasty,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}, {'id': 'AG.01.n.17', 'name': 'Confections/sweetmeats'}]"
3555,pie shell,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}, {'id': 'AG.01.o', 'name': 'Animal food'}]"
6202,pies,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}]"
1363,pimentos,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
11039,pimiento,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
8071,pimiento-stuffed olive,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
593,pine nuts,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
2692,pineapple,"[{'id': 'AG.01', 'name': 'Food'}]"
8432,pineapple chunks,"[{'id': 'AG.01', 'name': 'Food'}]"
8012,pineapple egg,"[{'id': 'AG.01.g', 'name': 'Eggs'}]"
4527,pineapple juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
8151,pineapple juices,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
7245,pineapple mixture,"[{'id': 'AG.01', 'name': 'Food'}]"
12334,pineapple ring,"[{'id': 'AG.01', 'name': 'Food'}]"
1556,pineapple rings,"[{'id': 'AG.01', 'name': 'Food'}]"
1565,pineapple wedges,"[{'id': 'AG.01', 'name': 'Food'}]"
11499,pineapples,"[{'id': 'AG.01', 'name': 'Food'}]"
5776,pink apples,"[{'id': 'AG.01.h.01.c', 'name': 'Apple'}]"
5577,pink decorating sugar,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
5980,pistachios,"[{'id': 'AF.20.c', 'name': 'Edible nuts/nut-trees'}]"
9427,pita,"[{'id': 'AF.12', 'name': 'Particular plants/herbs/shrubs'}]"
9762,pita bread,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
42,pita breads,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
1555,pita triangles,"[{'id': 'AF.12', 'name': 'Particular plants/herbs/shrubs'}]"
9763,pitas,"[{'id': 'AF.12', 'name': 'Particular plants/herbs/shrubs'}]"
11330,pits,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}, {'id': 'AF.20', 'name': 'Particular food plant/product'}]"
7387,pizza,"[{'id': 'AG.01', 'name': 'Food'}]"
883,pizza balls,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
1257,pizza crust,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.15', 'name': 'Pastry'}]"
192,pizza sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
10803,pizzas,"[{'id': 'AG.01', 'name': 'Food'}]"
6092,plums,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
2715,poached egg,"[{'id': 'AG.01.g', 'name': 'Eggs'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
3384,poblano chilies,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
1042,poblano pepper,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
11871,poblanos,"[{'id': 'AG.01', 'name': 'Food'}]"
8686,pomegranate juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
560,popcorn,"[{'id': 'AG.01', 'name': 'Food'}]"
5210,popped popcorn,"[{'id': 'AG.01', 'name': 'Food'}]"
2441,poppy seeds,"[{'id': 'AF.10.i', 'name': 'Seed'}, {'id': 'AF.29', 'name': 'Particular cultivated/ornamental plants'}]"
607,pork,"[{'id': 'AG.01.d.05', 'name': 'Pork'}]"
12544,pork chop,"[{'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.d.05', 'name': 'Pork'}, {'id': 'AG.01.o', 'name': 'Animal food'}]"
10130,pork chops,"[{'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.d.05', 'name': 'Pork'}, {'id': 'AG.01.o', 'name': 'Animal food'}]"
10591,pork cutlets,"[{'id': 'AG.01.d.05', 'name': 'Pork'}]"
11415,pork filling,"[{'id': 'AG.01.d.05', 'name': 'Pork'}]"
617,pork mixture,"[{'id': 'AG.01.d.05', 'name': 'Pork'}]"
12176,pork roast,"[{'id': 'AG.01.d.05', 'name': 'Pork'}, {'id': 'AG.01.n.06', 'name': 'Meat dishes'}]"
147,pork sausage,"[{'id': 'AG.01.d.05', 'name': 'Pork'}, {'id': 'AG.01.n.05', 'name': 'Sausage'}]"
1038,pork shoulder,"[{'id': 'AG.01.d.05', 'name': 'Pork'}]"
12025,pork shoulder roast,"[{'id': 'AG.01.d.05', 'name': 'Pork'}, {'id': 'AG.01.n.06', 'name': 'Meat dishes'}]"
